product_id,molecule_id,strength,unit
PMBJP-2873,MOL-02081,25.0,mg
PMBJP-2874,MOL-00672,50.0,mg
PMBJP-2874,MOL-01199,300.0,mg
PMBJP-2874,MOL-02082,50.0,mg
PMBJP-2875,MOL-01176,30.0,mg
PMBJP-2876,MOL-01199,100.0,mg
PMBJP-2877,MOL-01227,100.0,mg
PMBJP-2878,MOL-01227,500.0,mg
PMBJP-2879,MOL-01311,50.0,%
PMBJP-2880,MOL-01434,100.0,mg
PMBJP-2881,MOL-01434,45.0,mg
PMBJP-2882,MOL-01434,50.0,mg
PMBJP-2883,MOL-01434,65.0,mg
PMBJP-2884,MOL-01434,100.0,mg
PMBJP-2885,MOL-01457,5.0,mg
PMBJP-2885,MOL-00650,125.0,mg
PMBJP-2886,MOL-01457,5.0,mg
PMBJP-2887,MOL-01519,5.0,mg
PMBJP-2888,MOL-01567,5.0,mg
PMBJP-2889,MOL-01628,40.0,mg
PMBJP-2889,MOL-01457,15.0,mg
PMBJP-2890,MOL-01700,200.0,mg
PMBJP-2891,MOL-01700,20.0,mg
PMBJP-2892,MOL-01773,15.0,mg
PMBJP-2893,MOL-01774,20.0,mg
PMBJP-2894,MOL-01773,40.0,mg
PMBJP-2895,MOL-01827,20.0,mg
PMBJP-2895,MOL-01457,15.0,mg
PMBJP-2896,MOL-01912,10.0,mg
PMBJP-2896,MOL-01453,10.0,mg
PMBJP-2897,MOL-01912,10.0,mg
PMBJP-2898,MOL-02040,50.0,mg
PMBJP-2899,MOL-02085,1.0,mg
PMBJP-2900,MOL-02085,2.0,mg
PMBJP-5009,MOL-01169,,
PMBJP-5064,MOL-02168,,
PMBJP-5071,MOL-00260,,
PMBJP-5097,MOL-00045,,
PMBJP-6040,MOL-00010,,
PMBJP-8028,MOL-01746,,
PMBJP-8029,MOL-01746,,
PMBJP-8031,MOL-01746,,
PMBJP-8032,MOL-01746,,
PMBJP-8120,MOL-01201,28.0,g
PMBJP-8132,MOL-01736,,
PMBJP-8135,MOL-00267,,
PMBJP-8155,MOL-00180,,
PMBJP-8177,MOL-02012,30.0,ml
PMBJP-8193,MOL-00516,,
PMBJP-8196,MOL-01004,,
PMBJP-8197,MOL-00819,,
PMBJP-9056,MOL-00852,,
PMBJP-9057,MOL-02235,,
